Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Payment,cogs,gross margin percentage,gross income,Rating
0,1,1,1,0,42.61442866714651,7.81250719913018,13.469715112792795,282.80251429173217,0,269.2778450627531,4.761904762,13.467951743973613,8.275262344247427
0,1,1,1,2,94.21332705304702,8.13215481563226,35.92180952501744,754.0243344212925,1,718.0793701407289,4.761904762,35.91688668425202,7.796738091033416
0,0,1,1,3,61.54918596518284,4.404724857110576,8.992304367919866,188.71622809113467,1,179.84562612652905,4.761904762,8.980187200800252,7.825931085546901
0,2,1,1,0,15.378920139039009,9.411794799904674,12.113074875505474,254.24140431566698,0,242.09993044749228,4.761904762,12.102606198154358,5.689549580545641
2,0,0,0,1,83.64449132359528,-0.1616914598548365,1.898501145527641,39.8834912229172,2,37.964641438418894,4.761904762,1.8975995713860356,5.006848358402567
2,0,0,0,3,18.022100644264476,7.385992168309808,8.407289759686371,176.66275697691805,1,168.1477283545354,4.761904762,8.409395424719438,8.657760586303137
1,1,1,0,2,90.33648816469274,5.894546247595583,27.82672619195827,584.3697120696027,1,556.4436836991001,4.761904762,27.81967508227268,4.342926844638296
0,0,1,0,0,24.54297417216653,2.0735284594562393,3.540077690276894,74.34817278678835,2,70.78592171399038,4.761904762,3.538959637947728,7.294046107147911
2,2,0,0,1,80.55809108620485,6.591625650359306,14.089329486941041,296.0429563686937,0,281.84576084096625,4.761904762,14.101984791663213,9.354257253644505
2,0,0,0,5,81.8083241100505,3.3178800787311453,13.497348621733238,283.3409936243362,2,269.95986899347014,4.761904762,13.497419836623648,7.188798399756895
0,2,0,0,3,52.32920674054567,3.519309273807611,7.149181532676894,150.08879349487597,2,142.99329568265523,4.761904762,7.148037119065148,8.064700191998208
0,2,0,1,5,17.937376159937312,4.331205246900768,3.971233182685263,83.47219211754891,2,79.4392135015756,4.761904762,3.97116635753323,9.419835769701173
2,1,0,1,0,21.995283069697724,10.108906048160721,18.80732667336338,394.72363118844584,1,376.00647594553465,4.761904762,18.81102155474555,7.635836485880876
1,2,1,1,2,17.750701767210227,6.459851223566577,3.740947535910515,78.55742105166067,1,74.77931115556297,4.761904762,3.7392168640570618,4.665721361808953
1,1,0,0,4,44.32489322527917,1.1886566956690456,4.441215349564046,93.29513742029819,1,88.75944701213676,4.761904762,4.441543723545623,4.150746621257903
2,0,0,1,1,44.33191117466661,9.54543427619954,22.425704755045142,470.79050889908257,2,448.4071200847613,4.761904762,22.429476076803905,5.014933638534968
0,2,1,0,-1,88.27828636879794,6.118573485638558,25.26886543970629,530.9014721251276,1,505.53716152021383,4.761904762,25.284377722868797,8.351630646933799
2,1,0,0,1,32.57650967625803,6.682931308153423,17.877502532431805,375.6543718706512,2,357.91944937668586,4.761904762,17.88686767411829,4.04236731231261
0,1,0,0,3,30.429484716851917,6.284679324643948,5.7904070889299035,121.48194435347195,0,115.62776661005323,4.761904762,5.789716118380053,6.162426761387335
1,2,1,0,1,70.50669600995047,6.913258735655829,19.287184486583662,405.1953655910058,2,385.76705844393274,4.761904762,19.29628434238427,5.355191334416519
2,0,0,0,1,86.35773356870926,0.9656022854758383,7.56990103030848,159.04302360751734,1,151.32308442994457,4.761904762,7.573429624104678,4.29446648521747
0,1,1,1,1,47.19039605293683,2.774755397688841,7.150161239151006,150.1684374569307,0,143.030237974935,4.761904762,7.148128677494228,7.161514252400614
0,2,1,0,3,81.72639855556032,1.2015513220118912,8.873268846911765,186.3342922640602,0,177.44330463491963,4.761904762,8.874903681896253,6.094295493223528
1,0,1,1,4,39.290790756096385,4.952530286998637,8.204276607681305,172.30095612588661,2,164.2260184868428,4.761904762,8.212980246406762,6.906613443334251
1,0,0,0,2,39.95610101742034,10.104460113528845,21.01741910810143,441.2751846391911,0,420.10823973474146,4.761904762,21.008261245618908,9.916976487870485
0,1,1,1,5,63.95208375771131,2.7762588568542474,6.709751193847582,141.00279427597414,2,134.22737767533886,4.761904762,6.710752944784914,5.819345465829157
1,0,1,1,0,53.73676956571026,2.93854767219359,5.495550110779895,115.27442419708846,2,109.90495875496423,4.761904762,5.492614110720447,7.350042826875871
2,0,0,0,5,83.55083726852854,8.521512702347366,22.618693777620063,475.17059825187454,0,452.2189025812923,4.761904762,22.615898677932368,5.44194048546813
1,0,1,0,4,97.06105870099077,1.3689958382153897,8.848200656779998,185.71499244915051,2,176.93185376330052,4.761904762,8.84994027313743,9.280888743523665
0,2,0,0,2,37.64211624865224,8.702880278111648,10.578732541175373,222.02169021481922,0,211.67482870331338,4.761904762,10.574517000072856,5.766214254991883
1,2,1,0,2,69.08978699774241,9.461276443593636,38.82569572147247,815.1368498916358,2,776.262594514659,4.761904762,38.80435211400054,9.418352688902132
1,2,0,0,2,96.2853533457329,3.563809548337265,22.75964490031975,477.78015211163387,2,455.0826368019831,4.761904762,22.75860946667462,7.8196696652408
1,2,0,0,0,19.205332231906944,5.413355064637026,4.703870887450138,98.78775272180394,0,94.1274246218399,4.761904762,4.704205923562995,7.649139188552222
2,1,0,1,5,48.95510503346475,7.841798938008379,17.779152007969877,373.33285405745806,2,355.71669899928986,4.761904762,17.78983559094656,6.289688877761261
0,2,0,0,6,35.31336867578412,7.943393544431897,8.983937901607305,188.7303627738439,2,179.73733321852086,4.761904762,8.981621532431015,8.933470898544247
2,0,1,1,4,45.19530744378946,11.007449122971856,41.2719712772583,866.8692771897058,2,825.6000301359954,4.761904762,41.3017970119969,7.75352624746502
0,0,1,1,0,67.12113015169064,4.743394690708106,15.525687988773361,326.0385799151898,2,310.6500684091222,4.761904762,15.53482019956107,5.70038048876734
0,2,1,0,5,82.17769320456776,4.369333281380616,17.666049909876378,370.85502649407493,1,353.30831066100166,4.761904762,17.655989847427097,8.807848275747244
1,2,0,1,5,15.260165857846768,2.8182807609694196,3.407297888562509,71.64218022652855,2,68.24972381773037,4.761904762,3.41001922613114,5.984081032152551
0,2,0,1,5,67.90965983033246,1.1483867798688494,4.83177337250285,101.4135636552415,2,96.62401835667058,4.761904762,4.832405592041501,8.288536721849589
0,2,1,0,4,67.72201830186677,9.773628916809711,31.595548108791615,663.3566783975928,0,631.7939294899716,4.761904762,31.58480711360796,6.225470172753736
